stem,scene,path,file_size_bytes,width_px,height_px,megapixels,brightness_mean,contrast_std,sharpness_laplacian_var,noise_sigma_est,shadow_clip_frac,highlight_clip_frac,midtone_frac,saturation_mean,saturation_p95,color_cast_rg,color_cast_bg
IMG_9546,复杂工作间环境（物体零碎且不常见，远处有房子）,images/IMG_9546.jpeg,4555307,5712,4284,24.470208,109.5125732421875,53.32989501953125,211.1527557373047,2.965159377316531,0.012437532202423452,0.009211772944471907,0.8259179080128783,0.18897873163223267,0.5348837375640869,7.402761676566044,-5.0563188919358595
IMG_9568,卧室角落（封闭、堆叠、多光线）,images/IMG_9568.jpeg,4934170,5712,4284,24.470208,112.46192932128906,64.62458038330078,132.62632751464844,4.447648576491846,0.02819861604772628,0.0015625531258254936,0.7164048217326147,0.2708836793899536,0.625,19.577248260415274,-6.563579475908014
IMG_9569,工位桌椅（结构简单、平面直角多）,images/IMG_9569.jpeg,4333804,5712,4284,24.470208,122.5919189453125,65.05279541015625,214.01693725585938,2.965159377316531,0.018778140341103762,0.001751517600504254,0.7333159979678145,0.12269078195095062,0.3333333134651184,6.995651732915391,-5.162383662615369
IMG_9579,走廊（长而直的地面、强透视）,images/IMG_9579.jpeg,3643450,5712,4284,24.470208,123.71599578857422,44.8343391418457,142.08682250976562,2.965159377316531,0.007075297439237133,0.004097308858183797,0.916439819391809,0.17481334507465363,0.27500003576278687,10.515617930178593,-9.017937894111896
IMG_9581,玻璃罩船模（反光/高光导致几何歧义）,images/IMG_9581.jpeg,4411494,5712,4284,24.470208,128.8483428955078,54.545841217041016,180.78518676757812,2.965204622058006,0.01086876744161717,0.00133676836747771,0.8317223131082498,0.23849622905254364,0.5608465671539307,17.190405410530218,-9.776127403575813
IMG_9582,黑色电梯间（低照度/暗部信息少）,images/IMG_9582.jpeg,4182190,5712,4284,24.470208,123.25537872314453,57.978946685791016,75.05531311035156,3.0662813745135287,0.0402124493588285,0.002037416273699022,0.8087480498735442,0.23827803134918213,0.42975205183029175,16.449088458912968,-13.22388575528251
