stem,scene,sharp_points_total,bbox_diag,z50,z99,nn_intra_p50,nn_intra_p95,nn_intra_p95_norm,outlier_frac,proj_width,proj_height,proj_coverage_frac,proj_density_mean,proj_density_p95,depth_grad_p95,quality_score
IMG_9546,复杂工作间环境（物体零碎且不常见，远处有房子）,1179648,212.39932250976562,5.6905059814453125,74.31672668457031,0.020633522421121597,0.1405901312828064,0.0006619142171526578,0.118075,5712,4284,0.04546557184965489,109.76921844482422,109.0,3.8085412979125977,55.03605539932042
IMG_9568,卧室角落（封闭、堆叠、多光线）,1179648,5.045327186584473,1.676605224609375,2.763822555541992,0.004479409195482731,0.019519120454788208,0.0038687521607497642,0.09213333333333333,5712,4284,0.04495728029774001,109.71155548095703,109.0,0.7619609236717224,42.942553913308664
IMG_9569,工位桌椅（结构简单、平面直角多）,1179648,16.028491973876953,2.1126201152801514,11.469019889831543,0.007111246697604656,0.056639909744262695,0.003533701725438285,0.16901666666666668,5712,4284,0.045290951347859404,127.85733795166016,127.0,2.4429073333740234,55.70277748421576
IMG_9579,走廊（长而直的地面、强透视）,1179648,34.2697639465332,3.963223457336426,25.144437789916992,0.013430696912109852,0.10844273120164871,0.0031643851230150942,0.14720833333333333,5712,4284,0.04480889578053444,127.83287811279297,127.0,1.8287101984024048,39.42143436438069
IMG_9581,玻璃罩船模（反光/高光导致几何歧义）,1179648,43.71689987182617,2.6702375411987305,17.336986541748047,0.008969327434897423,0.08567405492067337,0.0019597468066551295,0.16483333333333333,5712,4284,0.044972523323054715,109.81712341308594,109.0,2.5394532680511475,23.971468689786988
IMG_9582,黑色电梯间（低照度/暗部信息少）,1179648,28.760791778564453,2.796772003173828,19.999759674072266,0.00957886315882206,0.0680607259273529,0.002366441315363191,0.14255,5712,4284,0.04483272066996733,109.68079376220703,109.0,0.9008858799934387,30.2062092079827
