stem,overlap_pixels,overlap_ratio,mae_raw,rmse_raw,absrel_raw,scale_median,mae_scale,rmse_scale,absrel_scale,scale_ls,shift_ls,mae_affine,rmse_affine,absrel_affine,sharp_p50,depthpro_p50,scene,camera_source,brightness_mean,contrast_std,sharpness_laplacian_var,noise_sigma_est
IMG_9546,1112552,0.04546557184965489,2.567412606954621,10.513477771756522,0.20825429747346375,1.1760656926976918,2.4630723886047674,12.478769300013361,0.24548514503150853,0.20776335784416203,6.585739804097663,4.008799065137367,4.819897740099705,0.709603091212804,5.817043781280518,6.841225624084473,复杂工作间环境：物体比较零碎且不常见，而且能看到远处的房子,extrinsic:ply;intrinsic:ply;image_size:ply,109.5125732421875,53.32989501953125,211.1527557373047,2.965159377316531
IMG_9568,1100114,0.04495728029774001,0.3272889103314169,0.36253716026686095,0.1749647473607602,1.1696900410712496,0.17607167549238645,0.3066149514392701,0.09318784333372433,0.92856192344089,0.35524498620109746,0.20483617617308883,0.2716616085565686,0.1181290519275961,1.6984267234802246,1.9866328239440918,卧室角落：较封闭，有高低物体堆叠而且有多种光线,extrinsic:ply;intrinsic:ply;image_size:ply,112.46192932128906,64.62458038330078,132.62632751464844,4.447648576491846
IMG_9569,1108279,0.045290951347859404,0.28029002170839895,0.766839052853974,0.09803656316763877,1.0184277421125274,0.2973465316666902,0.8069967136375833,0.09614468001102223,0.8585741748153455,0.3390162405698677,0.23663343047551952,0.6458415711741786,0.10008199225671631,2.112093687057495,2.151014804840088,桌子椅子工位：简单图,extrinsic:ply;intrinsic:ply;image_size:ply,122.5919189453125,65.05279541015625,214.01693725585935,2.965159377316531
IMG_9579,1096483,0.04480889578053444,0.3436058240600658,0.9988116731190351,0.05411368683286064,1.0251391147470676,0.34292402948795814,1.0641260785942095,0.0555309221040842,0.9413759843347501,0.3220692679679647,0.3972470826956925,0.9459720519347085,0.08549430633725434,4.138291835784912,4.2423248291015625,走廊：漫长笔直的地面,extrinsic:ply;intrinsic:ply;image_size:ply,123.71599578857422,44.8343391418457,142.08682250976562,2.965159377316531
IMG_9581,1100487,0.044972523323054715,1.238478211360865,3.0730986512439378,0.5965508537512532,0.8125743639465546,0.9893621061584206,2.3635904061131114,0.45816577298314115,0.08547858577967317,2.17756109145059,0.6314720783017497,0.8925580769364808,0.24178687094534695,2.669482707977295,2.1691532135009766,玻璃罩子内的轮船模型：玻璃反光,extrinsic:fallback(identity);image_size:images_dir;intrinsic:fallback(default),128.8483428955078,54.545841217041016,180.78518676757812,2.965204622058006
IMG_9582,1097066,0.04483272066996733,1.1051373696104583,1.3937709784385544,0.22273550975711395,1.2841019209426223,0.49592860025149527,1.8028313694399707,0.05155082451619546,0.8931389095129244,1.2919583653320525,0.6581815474282622,1.0447698648285595,0.12714115206434237,2.9024760723114014,3.7270750999450684,黑色电梯间视图：偏昏暗（手机自动调亮后仍暗）,extrinsic:ply;intrinsic:ply;image_size:ply,123.25537872314452,57.978946685791016,75.05531311035156,3.0662813745135287
